text,label,lang,text_trans
නොදකින් කොලුකාරයා.. උටමයි හරියන්නෙ..,1,si,"The fucking boy, he's right."
සිහින ගිලිහී දෙපා මුලා වැටුනා ඔයී ලබ්බේ කොරෝනා තෝ නම් කරුමයක්,0,si,You're a little bit of a crooked.
එහෙම ඇහුවේ නෑ බොල,0,si,I didn't ask you to.
", ඕකා ඔය තඩි කෙබර කියන්නෙ. ෂුවර් එකටම ලොකුම බොරුවට ප්‍රැක්ටිස් කරනවා. ඕකට ලැජ්ජාව කියල දෙයක් ඇත්තෙම නෑ. හොඳ කොල්ලා. තනිකඩයා. වැඩි වැරදි නෑ. ඇස් පේනවා පොඩ්ඩක් හොරයි. ඒකත් අවුලක් නෑ. කණ්නඩි දානවා. ගොඩින් මඩින් ගොඩක් තියනවා. කලින් පොරොන්දු දෙන්න කෙල්ලෙක් ඉඳල නෑ. චරිතෙ හොඳයි",0,si,"He's a fat-ass, he's practicing the biggest lie of all, he's not ashamed, he's a good guy, he's single, he's not too bad, he's got a little eyeball, he's fine, he's wearing glasses, he's got a lot of dirt, he's never had a girl to promise, he's got a good character."
ආයේ නිවාඩු නෑ තෝ... දෙමළිච්චී..,0,si,"No more vacation, you... you little bitch."
කන්න මොනාහරි ඉල්ලුවාම තඩි චොකලට් එකක් දුන්නා ගෙදර වගේ නම් කාලා නිදා ගන්න හරි තිබ්බා මේකේ එහෙමවත් නෑ,0,si,"I asked for something to eat, and I gave you a thick chocolate, and you could have eaten it at home and slept."
ආපෝ ඔය රෙද්ද නවත්තලා දාන්න :3 ඕනට ඇබ්බැහි උනා කියන්නේ ජීවිතේම ඉවරයි :3,0,si,Stop that shit. Three is the end of your life.
මොනවද ඕයි මේ titles නෙදකිං,0,si,What are you doing? Look at these titles.
ඇප් එක තහනමිිකලාට වැඩක් නැහැ තවක්‍රම එමටයි දැනගෙන කතා කරන්න ........ඇයි ඇප්එක තහනමිි කරන්න කියන්නෙ හොරවැඩ නොකර හිටියාම මොන ඇප් එකක්වත් තහනමිිකිරිමට අවශ්‍ය නැහැනෙද,0,si,"The app doesn't need to be banned, and the only way to know is to talk... why not ban an app if it's not cheating?"
අනික ගෑණි ඉන්නෙ මංගල ඇඳුමෙන්. කෝමද උදේ ඉදලා වෙඩිමේ ඉදලා රෑට එහෙම සැට් වෙනකොට.,0,si,"And the woman in the wedding dress, how about the morning shoot and the night set up like that?"
අරුන්ට 5000/ අමතකයි.... මුන්ට කොවිඩ් අමතකයි.....,0,si,"The Arons forgot about the 5000, they forgot about the COVID."
"බයීක් එකේදී මාස් දැමීමෙන් කෝවිඩ් වලට නම් වැඩක් නැහැ, හැබැයී ගොයම් මැස්සෝ කටට යන එක නම් නවත්වන්න පුලුවන්. cdc.gov COVID-19 ARCHIVED WEBPAGE This historical page is not up to date. Find the latest on COVID-19.",0,si,"The fact that the car is not a carrier of the virus is not a problem for COVID, but it can stop the movement of the real crop flies. cdc.gov COVID-19 ARCHIVED WEBPAGE This historical page is not up to date."
අම්මේ මේක බලල පිස්සු වගේ URL,0,si,"Mom, this looks crazy."
දෙමළ බෙදුම්වාදීන්ගේ $ වලට රටපාවාදෙන මුසලයා ලියුදේ කවුරුත් දැනගත යුතුමයි URL,1,si,Everyone should know the name of the fraudster who sold the Tamil separatist's money
දේශපාලකයන් ගේ වැරදි ගැන කථා කරන මේවගේ අය තමන්ගේ ගොන් වැඩ ⁣අගය කරනවා,0,si,People like this who talk about the mistakes of politicians appreciate their stupid work.
", සක්කිලි බන් කැලනි කැම්පස් එකෙ ඉන්නෙ ,ආර්ට් කරන උන් ඉන්නවා කියන්නෙම එතන ගාල ගෝට්ටි",1,si,The school's artists are called Galla Gotti.
මම කවදාවත් හිතුවේ නෑ cricket ගහලා මෙහෙම අමාරු වෙයි කියල මාස ගානක් නිකන්ම ඉන්දලා එක පාර cricket ගැහුවා දැන් මුලු ඇගම රිදෙනවා දැන් නාකියි අපි.,0,si,I never thought it would be so hard to play cricket after having played cricket for months and now the whole body hurts and we're old.
අයිසෙ දෙයියො කෝප වෙයි,0,si,The Ice Gods will be angry.
මම මෙච්චර කල් හිතාගෙන හිටියෙ කියන්නෙ තඩි මහත කෙල්ලෙක් කියල,1,si,I've been thinking about calling you a fat girl for so long.
සමහර කරුම තියෙනවා ගෙවන්න ඔනෙ ඒවා අතට අවත් කටේ දාගන්නේ නෑ අහක යන එක දිහා හූල්ල හූල ඉදලා අංජන අයියේ කෑල්ලක් ටෝක් කරමුකෝ කියන,0,si,"There are some things you have to pay, they're not gonna stick in your mouth, so let's just take a look at the way you're going and we'll just take a piece of Uncle Sam's stuff."
"ඔන්න අපි මොනව හරි කන්න ගන්නකොටම ගෙදර බල්ලා හරි පූසා හරි ඇවිල්ලා ""අඩෝ මොනවද බොසා කන්නෙ, අපිටත් දියංකො"" කියන්න වගේ බලන් ඉන්නව හරිද. අනේ අපිටත් ඉතින් දුක හිතිලා ඒකෙන් ටිකක් දෙනවා. දෙනකන් ඉඳල ඉවකරලා ""හෑයියා මේ මොන ජරාවක්ද"" කියන්න වගේ ඌ යනවා. ඉතින් එතකොට අපි mk යාලුවනේ?",0,si,"We're gonna have a dog or a cat come in and say, ""Hey, what's the big one, give it to us?"""
අවුරුදු 10 කින්ද ඉතින් දුවල දෙන්න කියල තියෙන්නෙ,0,si,"Ten years, so I'm supposed to give her a daughter."
"මොන්ගල්ද ඩාලින්, මොකටද බය වෙන්නෙ",1,si,"Mongols and Darlings, what are you afraid of?"
කොපි නෙවේ බොල. ලාවට කන් ඇහෙන එකෙක් දාපු ට්වීට් එකක් ඒ.,0,si,It's a tweet from a person with a hearing impairment.
යකෝ මම අවුරුදු දහයක් විතර බයික් පදිනවා.. මාස දෙක තුනකට කලින් මීමුරේ ගියාට පස්සෙ තමා හරියටම ක්‍රැමේ අහූනේ.. දැන් ආයෙ ඉනිමගක හරි යනව ඕං..,0,si,"I've been riding my bike for about 10 years, and I've been on the road for a couple of months, and now I'm back in the saddle."
"""වලක් හාරලා පයිය ඒකට දාන්න"" ඔව් ඔව් හෙන වලත්තයි වගේ තමයි.... කඩ්ඩෙන් කිවුවනම් ශේප් නෙහ්...එතකොට ලස්සනයි...",1,si,"""Put a ball in it"". Yeah, yeah, it's like a bear, but not a shape, and it's beautiful."
"පාදඩයා, වහාම මූට විරැද්ධව හාමුදුරුවෝ නැගිටින්නේ නැත්තේ ඇයි, මේ පාදඩ එවැලිංජකන් බල්ලා කෝමද බුදුන් වහන්සේට සමාන කරන්නේ, සිංහලයොත්, හාමුදුරුවෝත් ඔක්කොම පොන්නයෝ කියලයි මම හිතන්නේ, පව් සිංහල බෞද්ධයා.",1,si,"Why don't the monkeys immediately stand up against him, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey, the monkey,"
"තෝ මේ ගැන්සියේ හොරා, කෝ ඒ solo පිස්සා තොපේ අක්කා වේසා, Danza Kuduro",1,si,"You are a thief of the gang, where is that solo crazy sister of yours, Vessa, Danza Kuduro?"
ඊයෙ හොල්මං වලට බය කෙල්ලෙක්ට යැව්ව හොල්මං ෆොටොඑකක්.. අනිත් පැත්තට ඒකි කෝල් කරල බැන්න සුක්කා ආයූ මෑස් වට් ඉස් දිස් නොන්සන්ස් බ්ල බ්ලා බ්ලා,0,si,I sent a ghost-fearing girl a ghost photo yesterday and called her the other way around.
දෙවිවරු පොලොවේ... The following media includes potentially sensitive content. Change settings View,0,si,The following media includes potentially sensitive content.
"අම්මප අද ""ආලේ"" බලන්න යන්න ඉන්නකොට උදේ ඉඳන් වහින්න වගේ තිබිල weather app එකෙත් ධාරානිපාත වරුසා පෙන්නපු නිසා නොයා හිටියාම මෙන්න වහින්නෙ නෑ කියපංකො... රෙද්ද.. අපි ගියානං හොම්බෙන් යන්න වහීවි",0,si,"Mom, it was raining this morning when we went to see Ale, and the weather app showed a downpour, so if you didn't go, it wouldn't rain here."
අඩො මගේ පොස්ට් වලට කමෙන්ට් කර්ලා ටිකක් ප්‍රොමොට් පාරක් දියං බ්‍රෝ...!!,0,si,"Dude, check my posts and give me a little promotion bro!"
හයියෝ පොඩි ස' නන්දිකඩාල් ගිහිං හිටියද? දැක්කෙත් නෑ පහුගිය කාලේ,0,si,"Hey, little Nandicadala, you been out?"
මං හිටි බෝඩිමක ඇන්ටි ධූට බනිනො.. තෝ වේසි මගේ ඔක්කොම ලියාගෙන ඒවයින් කකා බිබී තෝ වේසකමේ යනෝ..මං මේ කීයක්වත් හම්බකරගත්තම තොට ඉවසං ඉන්න බෑ.කතන්දර කියනො.. ආදී වසේන් වලි. ඒ ආන්ටි පවුල් වෙලා උපයාගත්තේ කුනුහබ්බ කියාන රණ්ඩු වෙන්න පුළුවන් දුවෙක්.. ඒකත් වටිනෝ ඉතිං එ නාකි උන්දැට..,1,si,"I'm gonna be on a boat and complain to my aunt Dhou, you bitch write all my stuff down and you're gonna go to prostitution, and you can't wait to get some of this stuff, tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories, and tell stories"
ඔය කොනේ උඩ පනින එකා... ඔව් තෝ තමා.... පල ගිහිං ඉදගනිං....,1,si,"The one that jumps over that corner... yeah, it's you... get out there and sit down."
"ඔයලා ඉන්න කාලේ තිබ්බද දන්නෙ නෑ කාලයක් ඕකේ ලියලා තිබුනා ""වරක් හුජ්ජ කර තෙවරක් බිජ්ජ සොලවන්න "" -මීට විදුහල්පති- කියලා",1,si,"I don't know if you were there when it said ""shake your balls once and shake your balls three times""."
ඔව් ඔව් මුගාබේ වගේ ඉතිං? කෝ සම්පූර්ණ කරන්න sentence එක.,0,si,"Yeah, yeah, like Mugabe, so where do you finish the sentence?"
මේ ගොං කාරයෝ රටට කෙලවන විදියේ වැඩ කරන එක නං නවත්තන් නෑ ලොවෙත්.. මී ගවයිනේ තොපි නං කොච්චර චන්ද පැරදුනත් පාඩමක් ඉගෙන ගන්නේ නැති අපූරු ජීවී කොට්ටාසයක්,1,si,"These idiots are gonna work their ass off for the country, and the world is gonna be a hell of a lot of fun, honey, no matter how many ballots you lose."
උබලට පිස්සු සැන්ඩි · 17 Jan 2021 රටේ මෙච්චර වැදගත් දේවල් තියෙද්දි කතා කරන්න එයි මේ කෝලාවම අල්ලගන්නෙ,0,si,"You're crazy Sandy, we're gonna have to talk about this when we have this important thing in the country."
", ඒකි කෙල්ලෙක් කියන්න මේකෙ එකාලා දන්නවා. අක්කා නෙමෙයි නංගි. මම ඇතුලු කීපදෙනෙක්ම පෞද්ගලිකවත් දන්නවා.",0,si,"She's not a sister, but I know a few of them personally."
වැඩ පස්සෙ එන්නම්.පලවෙනිදා කාලකණ්ණි වෙන්න බෑනේ,0,si,I'll be back after work. First day can't be a bitch.
"එකේ 2017 තරම් ආපස්සට ගිහින්. එක Deactivate කරගෙන. සල්ලි වලට කෑදර කමට, බලයට පෙරේත කමට තමන් කොච්චර රෙදි නැතුව කඩේ ගියත් ගවුම් ඇන්දත්, කරත්තය පසුපස යන ගොනා වගේ තමන් ඒ කරපු රැවටීම්වල, මඩගැසීම් වල පලවිපාක තමන් පසුපස එනවා.",0,si,"It goes back to 2017, deactivated, and the greed for money, the power of power, the amount of clothes you go to the store, the straps you wear, the consequences of your tricks, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your lies, your"
යට ඇඳුමෙන් නම් ටිකක් අමාරු වෙයි නෙහ්,0,si,It's gonna be a little hard on your underwear.
ඒක තැබිලි ගහක්ද..පොල් ගහක්ද.. මොනවද අයිසෙ ඔය බලන්නෙ. මම කියුවෙ අර ගහ ගැන The following media includes potentially sensitive content. Change settings View,0,si,I'm talking about that tree. The following media includes potentially sensitive content.
ඉඳල ඉඳල ගෙදර හිටිය ශොපින් පාරක් යන්න කියල... උදේ ඉඳං වහිනවා.. රෙද්ද,0,si,"I've been home for a few days, and it's raining all morning."
සරසවි සිසුන්ට පහර දීමට උපදෙස් දෙන පාදඩ තුප්පහි දේසපාලු හැත්තට හෙණම ගහපිය. ළමයි කෑ ගහන්නෙ තොපිට වගේ වාහන ඉල්ලලා නෙමෙයි. මූසල හැත්ත.,1,si,"Fuck the school buses that tell you to hit the asylum students, the kids are not yelling for cars like you, they're yelling for the mouse."
"මිනිස්සු ආතල් එකේ ඉන්නවට මං පට්ට කැමතියි. . හැබැයි මං දන්න කියන උන් කොහෙවත් ඉන්න ගොං වේස පක්කු එක්ක සෙට් වෙලා මගෙන් ආතල් ගන්නවට මං කැමති නෑ. . . මං දෙන ආතල් වෙනයි, මගෙන් ආතල් ගන්න එක වෙනයි !",1,si,"I love having fun, but I don't like people sitting around with stupid whores and having fun with me, and I'm having fun, and I'm having fun with myself."
"නිදහසේ ෆිල්ම්ස් බා ගන්න තිබුණු YIFY සයිට් එකට Ddos ගහලා, කෙලවපු උන්ට හෙනම ගහන්න ඕනේ බොල... YIFY/ YTS Shuts... URL",0,si,You can download free movies on the YIFY site and get DDoS and fuck them up.
"කෙනෙක් නොදන්න දෙයක් ඇහුවාම, දන්නේ නෑ කියලවත්, උඹට වඩා උඩින් යයි කියලා බයේ බාගෙටවත් දෙයක් කියලා දෙන්න එපා. කියලා දියන් උඹ දන්න දේ උපරිමෙන්ම කවදා හරි උඹට පෙරලා කරපුව ලැබෙනවා හොදක් උනත් නරකක් උනත්",0,si,"When you ask someone something they don't know, don't tell them half the time, for fear of being overtaken, and give them what you know best, and you'll be punished for it, whether it's good or bad."
කව්ද අඩො ඩොටේ පැයයි විනාඩි 15යි. දැනුත් මේ එන ගමන්,0,si,"Who is it, Dottie?"
ලයිකා බැල්ලිව හදට යැව්වා වගෙ මෝටිවේශනල් ඉස්පීකර්ලත් හෙන අවදානම් මිශන් වලට යවන්න ඕන.. ඕකුන්ගෙ සෝබන අර්ථකතන නැතුව අපිට ඕන විදියට අපෙ ජීවිත ගෙනියන්න පුළුවන් උන දවසට ලෝකෙ ගොඩක් ලස්සන වෙයි..,0,si,"Like Laika sent the bitch to the heart, we need to send the self-help speakers on risky missions, and the day will come when we can live our lives as we please without their fancy interpretations, the world will be so beautiful."
"මාගරීටා.... සමුද්දරේ ලඟ, හඬ නගන, සුන්දර, ස්ත්‍රිය, සැමට, ඉවහල් වූ, කාමයේ දෙවඟන, හා..හා... බැහැපන්... උඹ, දැන්, නාකියි.",1,si,"Margarita, by the sea, loud, beautiful, woman, to all, the goddess of the room, and... oh... get out... you, now, old woman."
පිස්සු මරාලයක් බං..,0,si,You're a fucking fool.
තෝ බබා නෙ,0,si,You're a baby.
කතෝලිකයිනනි මෙවන් අසික්කිත අවජාතක මoගල සමරවීරයා දේශපාලන වේදිකාවෙන් අතුගා දමන තුරු අපේ සටන ලoකාවේ සියලුම දෙව් මැදුරු තුලින් එලියට බැස ප්‍රකාශ කරමු තෝ හිතුවද කතෝලිකයෝ කියන්නෙ තෝ වගේ නිවටයො කියලා. දැන් බලපිය කතෝලික අපේ හයිය. උබ වැඩේ වරද්ද ගත්තා.උබේ දේශපාලනයට තිත තියන්නෙ කතෝලික අපි.,1,si,"Catholics, until you wipe out this goddamn Mughal hero from the political arena, let us fight our way out of every goddamn palace in the world and declare that you think Catholics are like you."
ඩිපි එක නම් පට්ට,0,si,The dip is great.
මාලිංගනන් ක්‍රිකට් වලින් අයින් වෙලාම ගියා අර නාකි සාප දෙක යන්නෙම නෑනෙ,1,si,"When Mallingnan left cricket, those old curse will never go away."
"අනේ මගේ කාඩ් ඒක එවපන් එලියට ඕක හංගගෙන වැඩක් නෑ, මට මතක නැති රහස් අංක තොට කොහොම මතක තියේද! පිස්සු කෙලින්න එපා ෂෝපින් යනගමන්",1,si,"Please send my card out and hide it, I don't remember your secret number."
මෙච්චර infect වෙය් කියල හිතුවෙ නෑ ඉතින්.,0,si,I didn't think it was so infected.
වැඩක් නෑ බන්..කාලකණ්ණි මුන් සේරම සල්ලි පස්සෙ යන්නෙ.,1,si,"It doesn't matter, old lady, they're all after money."
ජකූ මම මේ උදෙපන්දරම නැගිටලා රැකියාව බල යන ගමනේ නෙත ගැටුනු සුන්දර දෙයක් ගැන කිව්වෙ බොල (ඇය මා හා සිනාසෙයි මම ඇය හා සිනාසෙයි),0,si,I woke up this morning and told her about something beautiful that happened on the way to work.
"""පකෝ"" කියලා එවන මැසේජ් එකටත් හාට් රියැක්ෂන් දාන මිනිස්සු අපි හැදියාව",1,si,"We're the ones who are giving the ""Come"" message a heart attack."
රැවුල් ගහක්වත් නැති හුජ්ජ කොල්ලො දෙන්නෙක් අරක්කු බීපුව ගැන බස් එකේ කතා කර කර යනව. ලංකාවෙ අනාගතේ ගැන ආඩම්බරයි මල්ලියේ *එහාපැත්තෙන් ඉන්නෙ මාම කෙනෙක්,1,si,Two little boys with no razor trees talking about drinking in the bus.
ඒ කියන්නේ තෝ තමා කොටම,0,si,So you're the one.
ඔයි සොනියේ තු මෙරි පාසතු ආජා සොනියේ තු මෙරි ආ පකෝ ;_; ආජා,0,si,"O son of Mary, you are a child of God."
මහින්ද රාජපක්ෂ මහත්තය දැන් දරුණු වෙලා නේද?? වෙනද වගේ නෙවෙයි දැන් දැඩි උත්තර දෙන්නෙ.. ඔහොම තමයි ඉන්න ඕනෙ.. :-),0,si,"Mr. Mahinda Rajapaksa is angry now, isn't he?"
හික්කි හුක්කි හු.......... ඔබට සතුටුද දැන් ජාතිකයිනි ඔබලාගේ සංස්කෘතිය විනාශ කර ගැනීමටද 62% ක් වූ චන්ද පාවිච්චි කොරමින් මෙරටේ ජනපති කොරවුයේ. යේ පිස්සු සමලිංගික ආණ්ඩුවට කඩේ යන ගම වල හරකුනේ ඔබේ දරුවා ප්‍රසිද්ධ සම ලින්ගිකයෙකු වෙනවාට ඔබ කැමතිද ?,1,si,"You're happy now, nationals, that the president of this country has been elected with 62% of the vote to destroy your culture."
කපපු විල්පත්තුවට එක ගහයිද හිටවන්නේ..අනේ යකෝ එක ගහක් හිටවන්න ඔචිචර කැටයමි මොකටද...,1,si,"You're gonna plant a tree in a cutting ditch, please plant a tree, man."
"පේෂල, මුලින් ඇඩ් කියවන්න ගත්තා. දැන් දේසපාලු හැත්ත ගෙන්නන්න ගත්තා. ඔයා අපි Champion Stars Unlimited බලනවට අකමැතිද? Janaka Upendra | ♧♪∞ · 21 Aug 2016 ආසාවෙන් බලපු චැම්පියන් ස්ටාර් එකටත් දේසපාලුවො ගෙනල්ලා.. නොදකින්..",1,si,"You don't like us watching Champion Stars Unlimited, Janaka Upendra, and the yearning champion star, and you're bringing the masters to the show."
කළ දේ නොකළ දේ කියලා දාන්න එපා නිකන් පොඩි එවුන් වගේ,0,si,"Don't tell me what you didn't do, just like little kids."
සරල ඉංග්‍රිසියෙන් කතා කරපල්ලකො රෙද්ද,0,si,"Speak plain English, you fucking bitch."
දගලනවා වැඩියි ඒකි,0,si,She's too busy.
පඩි ගන්නවා බිල් ගෙවනවා . මොන කරුම ජීවිතද බන් මේවා,0,si,"Paying bills, what a life."
අපේ එවුන්ගෙ කිවු කිම්බ,1,si,Our own little knuckleheads.
දැන් මොකාද ග්‍රැපික් චොර කියපු එකා? තොපි වගේ උන් ඉද්දි කොහොමද බන් රටක් විදිහට ඉස්සරහට යන්නෙ. රුපියල් 2850 කට Game... URL,1,si,Now who's the guy who stole the graphics?
"+ SM වලියක් ගියාද? - ඔව් + පුප බිම ඇනීගෙන වගේ ආවද? - ඔව් + එතකොට පැනපු ගමන් අනිත් එකාගේ අම්මට, ගෑනිට දරුවාට කුණු කතා කිව්වද? - ඔව් + ඒකට තමයි යකෝ පොන්නකම කියන්නේ",1,si,"Yeah, and when you ran away, did you tell the other mother, the woman, the baby shit?"
ශලනි තාරකාට බනින්න කලින් ඇඳ යට තියෙන තේ කෝප්ප ටික හෝදලා වරෙන් ගොන් බිජ්ජෝ ටික,1,si,"Before you blame the Shalini star, wash the cups under the bed and the stupid beige."
21 එකේ A/L ලියන සෙට් එකනං පට්ට කරුමයක් කරලා තියෙන්නෙ,0,si,The A/L set on 21 is a great one.
"කැමැත්තකුත් නැති පොඩි කැමැත්තකුත් ඇති, ආදරෙත් නැති චුට්ටක් විතර ආදරෙත් හිතෙන, ඇතුවත් බැරි නැතුවත් බැරි මහ බූත, අමතක කරන්න අමාරු චරිතයක් ගොඩක් අයගෙ හිත් වල හොල්මන් කරනවා ⁣කියලා හිතෙනවා.. ්දෙන්නඅමාරුබැඳීම් The following media includes potentially sensitive content. Change settings View",0,si,"A little bit of unwanted, little bit of unloving, little bit of unloving, little bit of unloving, little bit of unloving, a very hard-to-forget character that haunts most people's minds."
වාසිටියෙ එවුන්ගේ වයිබර් ගෲප් එකක් කියලා එකක් තියනවා.. ඒ මගුලෙ එවන්නේම අරක්කු බොන රෙද්දවල්මයි.. නොදකින්.. බිව්වෙ නැත්නම් සමාජෙට මූණ දෙන්න බෑ කියපු එවුන්නෙ ඉතින්..,0,si,They have a viber group in the house that sends out fucking drunken assholes who say they can't face the public without drinking.
දවස් දෙකම දන්සැල් වලින්ම Shape කරගන්න බැලුවේ..ගෙදරින් කවද කන්න බැරිද. අම්මට උයන්න එපා කියන්න ඕනා. ඒත් මේ දවස් දෙකෙත් ඇවිද්දොත් අම්ම බනීද..?,0,si,"I've been trying to figure out when to eat at home, and I'm telling my mom not to cook, but if I walk these days, Mommy's gonna be fine."
වාරාය සහ නාවුක කියන වචන වල තේරුම නොදන්න කාලකණ්ණි තුප්පහි සක්කිලි හිපාටුවෙක් ඇමති වුණාම ඒකාගේ යටතේ වැඩ වෙන්නෙ මෙහෙම තමයි ...,1,si,"When a man with a bad temper, who doesn't know the words ""Vara"" and ""Navuca"", becomes a minister, he works under the same..."
ලැබීම තියෙන එකාට කොහෙන්හරි ලැවෙනවා... ලැබීම නැති එකා⁣ට අතේ තියෙන දේ කටට දාගන්නවත් ලැබෙන්න නැ... ා_නැද්ද,0,si,The one who has received it gets stuck somewhere... the one who doesn't have it doesn't get to put it in his mouth...
තෝ මේක බලල තියෙහිද? :/ URL,0,si,Have you seen this?
හොරු එලියේ ඉද්දි ඇත්ත කතා කරන එවුනව හිරේට යවන ලංකාවෙ නීතිය කෙතරම් සුන්දරද.. බොරු ප්‍රචාරය කරන මිනිස්සුන්ව ගොනාට අන්දන ඔයගොල්ලන්ගේ මාද්‍ය ආයතනවලට කොහොම නඩු දාන්න ඕනිද එහෙම බැලුවොත්,0,si,"If you look at how beautiful the law in Sri Lanka is to send out truthful messengers when thieves are out there, how to prosecute your media outlets for making fools of people who spread lies."
"මෝඩ ආතල් දෙන්න ආපු පොන්න පැටව් 2ක් BLOCK කරලා, blocking list එක start කරා මොන්ටිසෝරි ආතල් දෙන වේසිගෙ පුතාලා හිතන්නෙ උන්ගේ සුරංගනා ආතල් වලට හැමොම කැමතියි කියලා",1,si,Two stupid kids blocked the fun and started the blocking list. Montsori's fun-loving son of a bitch thinks everyone likes their fairy fun.
''ඉගුරැ දීලා ... මිරිස් ගත්තා වගේ වෙයි'' ද ??? 'අලුත්ම පිස්සා වැඩ පටන්ගන්න කලින්ම පිස්සු කෙලිනවා' ''කොහොම ද සෙල්ලිපි කොටන්නේ...පරණ වගේ...'',0,si,"""The newest crazy gets crazy before he starts work"" ""How can you play like the old one?"""
"මතකද පුංචි දා දුටු තැන පහත්වෙලා කඩාගෙන කාපු හැටි, ගලේ තියල අඹරල ලුණු මිරිස කොහොමද ? මතක් වෙද්දිත් කටට කෙළ උනනව... URL",0,si,"Remember when you were little, you were soaking up the place, you were soaking salt in the rock, you were soaking up the url."
Kurunegala සිටම කොලබ දෙසට පාර හදන නිසා බස්සෙක හෙන හෙමින් එන්නෙ,0,si,The bus is slowly coming as it makes its way from Kurunegala to Kolab.
දුප් පරට්ටි ! තොට මිනිස්සු මදි වෙලාද අපේ ගේ අස්සේ රිංගන්න එන්නේ,1,si,"You poor bitch, you're tired of people sneaking around our house."
කසිප්පු බිස්නස් එකේ ඉදන් කුඩු බිස්නස් එක දක්වා පිටිපස්සේ ඉන්නේ කාලකණ්ණි තුප්පැහි දේශපාලුවෝ. පුලුවන්නම් උන්ව අල්ලන්න මෙච්චර කල් ඇල්ලුවේ උන්ගේ හෙන්චයියෝ. නඩුවෙන් පස්සේ උනුත් නිදහස්. ඕක තමා හැමදාම වෙන්නේ,0,si,"The only thing that's behind the whole business is the scumbag-shaped, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, crappy-looking, c"
අනේ පකයෝ..... අම්මට හිකුවේ බල්ලෙක්ද?? ජාතිවාදය අවුස්සන්නේ උබ හුත්තෝ..... කැරි පොන්නයා...... තොගේ පයිය කපල සොසේජස් හදලා ඌරන්ට කන්න දානවා.... දැනගනින් වේසිගෙ පුතා.... තොට ගාඩ් එක නැතුව එළියට බැස්සොත් වෙන දේ.... කැරි පකයා..... වේස බල්ලා..... අම්මා ගණිකාවක් තාත්ත සල්ලාලයෙක් ද??,1,si,"You're a racist bitch, you're a bitch, you're a bitch, you're a bitch, you're a bitch, you're a bitch, you're a bitch, you're a bitch, you're a bitch, your mother is a bitch, your father is a slut, and you're a bitch."
"වනුඳු ශම්සිට ගැහුවෙ "" මම දෙක, උඹ එකනෙ.ඉඳපන් තොට දෙන්නම්"" කියල වගෙ සීන් එකෙන් කියල හිතෙන්නෙ මට විතරද",0,si,"The scene of Vanua Shemzi saying, ""I'm two, you're one, I'll give you one""."
", ඔව් බං අපි ෆ්‍රී නැති දවස්වලට තමා තෝ සෙට්වෙන්න අහන්නෙ",0,si,"Yeah, man, we're asking you to set up the days we're not free."
උබේ හුනු බිජ්ජ බලන්න.. මම සබ්ජෙක්ට් එකේ නෑ බොක්ක සොරි,1,si,"Look at your fucking pussy, I'm not in the subject."
"උඹ, ලෝකෙට රස්තියාදුකාරයෙක් ද, කුඩුකාරයෙක් ද, ත්‍රීවීල්කාරයෙක් ද, පොලිස්කාරයෙක් ද, සල්ලාලයෙක් ද, මහ ලොකු මොළකාරයෙක් ද, නහරකාරයෙක් ද , දොස්තරයෙක් ද, ඉංජෙක් ද , නඩුකාරයෙක් ද , බේබද්දෙක් ද , මොකෙක් ද කියන එක අදාළම නැහැ.... මගේ හිතට වැදුණනනම් එතැන ඉඳල ""උඹ"" මට “මගේ එකෙක්”",0,si,"It doesn't matter what you are, a wrestler, a poacher, a three-wayman, a cop, a hooker, a big-time brainer, a drug dealer, a doctor, an engineer, a judge, a drunkard, or whatever, and I'm gonna think ""you"" is my own."
අනේ නොහුකා පලං බං යන්න. තොට සිංහලෙන් කී පාරක් කීවද අර කෙල්ලට කතා කරපු විදිය හරි නෑ කියලා. තෝ ඒක එක කනකට ගත්තද. වෙන වෙන මගුලුයි කාපු බීපුවයි. මොනවද බං ගෑනියෙකුට සමතැන දෙන්න බැරි උබලගේ පකේ මතේ. තොපි වගේ උන් මේකට දේශපාලනේ උස්සන් එනකොට කෝමත් ගූ තමයි.,1,si,"I'm sorry, man, how many times have I told you that you didn't talk to that girl the way you did, and you've taken it all in one ear, and you've had a whole other fucking drink, and you're not gonna let a woman get away with it, and you're gonna get all political about it."
