text,label,lang
a/b honor roll fs retarded,1,en
good news...but...look deeper trend prognosis remains critical! poaching falls quarter @url,0,en
migrants want come america countries shitholes waving shith @url,1,en
@user ya go anti-termite farrakhan leftist leaders. suppose celebrating today @url,1,en
fuck get this??! absolute mongy virgins need shot. @url,1,en
@user looked like twat anyways,1,en
give invaders rifles ammo free (drop-shipped directly shithole countries course) @url,0,en
there's anti-semitism present virulent every community leftist far right conservative christi @url,0,en
faggot @url,0,en
tribal indian mongoloid time facing racism three fronts. let get @url,0,en
rondo retarded ,1,en
favs took morgan today. ly retard  @url,1,en
ching chong pyro agree @url,0,en
taylor mongol,1,en
@user even need give much thought.. retarded idea,1,en
@user @user europe enough illegal immigrants. need sarah palin too. sorry.,1,en
fine get faggot bitch coward clown phony suckers weak flunkies fake,1,en
come serve young aplha #faggot ! #skype open danaillazarus@user #findom #cocky #rt #rtgame #paypig @url,0,en
strictly come mongol,1,en
caught guy trying stare smug twat @url,0,en
come shithole country. brought slums work nothing. deported. @url,1,en
imagine getting called retarded president twitter. @url,0,en
@user get he'll like it. bye bye raghead..,1,en
@user brother faggot ass coward,1,en
65 year old uncle went celebrate granddaughters birthday last night got mongy broke nose ahahah,0,en
@user @user @user @user saying nauru shithole? criticizing @url,1,en
added video @user playlist @url gohan calls buu retard (japanese),1,en
yes. fact might calling shithole countries @url,1,en
@user @user get ready bengalis refugees,1,en
may role swara offered retard?nnso what's brag director thinks swara @url,1,en
@user @user @user @user what's point? said tryed tm qualify it. mongol always,1,en
@user pure frustration think. he's deleted tweet now. knows he's made mistake complete twat.,1,en
hell twat son bitch shitfuck fuck?,1,en
son little retarded honor anyway l go get bring court @url,1,en
@user look funny raghead,1,en
@user that's trump called shithole 3rd world countries wonder why?,1,en
@user guys legit retarded they'll diamond still go chasing dirt pile.,1,en
shut jackie-chan twat!!n#spidermanandfriendsbot,1,en
@user never made rp griefing fuckin mongoloid lmao. made @url,1,en
white person ask could say spic .........,1,en
@user @user @user @user @user ching chong!,1,en
uncle 45 could send wife parents back whatever shithole country came from?,0,en
@user giving state gov money would retarded.,1,en
@user incredible even resolution condemn illegal aliens voting? isnt al @url,1,en
@user chinaman's chance hell would vote i've already voted guess voted for?,1,en
can't even blame players gotta blame retarded ass coach,1,en
heard ching chong chink week??? 2018??? rly happening life?,1,en
one person calls chink chinky ching chong i'm going kick balls,0,en
@user @user leftist terrorist liberals planning one invaders get @url,1,en
signing 2003 bragging wait kill 'raghead'...that's pure racism... @url,1,en
@user never said deny retard case know deluded.nif twee @url,1,en
twat ever backed winner? @url,1,en
can't retarded man. @url,1,en
@user literally got ppl yesterday dodged retard,1,en
per kerala govt devotees sabarimala r seems 2b terrorist n naxalites maoist n leftist peace loving cit @url,1,en
@user sorryi speak ping pong ching chong sushi chong,1,en
@user @user good move hope much attention shonky refugees seem get away millions,1,en
good minnesota! vote want country look like shithole somaliandon't forget @url,1,en
@user deff nigger wine,1,en
globalist mean jew retard. jew = jew according reflexive property @url,1,en
filipinos bad things inggit....uh!!! crazy mongoloid abnormal....nwhy touch (thief) @url,1,en
even mean means raised electronics worry getting shot school retard,1,en
@user @user @user armo spic lmao fuck i'm done ,1,en
@user @user blair jump dyke .,1,en
care cardiff fans hate liverpool cunt singing hillsborough behind utter cunt. @url,1,en
@user ur massive douchebag! might left canada cunt canadian never left you! socialism @url,1,en
ceo racist sumbag boss sand nigger,1,en
mean call faggot long continues give school money.. love,1,en
right one reason patriotic americans carry gun them!!! let illegal aliens @url,1,en
@user im waiting say nigger honestly,0,en
@user yeah he's basically saying stfu twat,1,en
@user @user fucking spic,1,en
@user @user asylum shithole countries isnt really asylum.,1,en
hulk hogan lost respect heard use word nigger.,1,en
@user third world shithole country ny.,1,en
ching chong chow dong _ lol gay nno ta @url,1,en
sabrina called flamboyant faggot sooooo @url,1,en
@user fucking retard.,1,en
kids gonna half spic n half baguette,1,en
@user dumbass nigger stupid ass nigger calling cracker well better nigger bett @url,1,en
gays think masc &amp; hating fems makes better gays like world still gonna see u faggot,1,en
still playin fortnite faggot,1,en
@user call nigger,1,en
african migrants crossing mediterranean head spain italys blockade @url via @user,0,en
@user least give credits ching chong name,1,en
@user blind retarded loser,1,en
@user calls expanding opportunities legal immigrants. yes need that. process @url,0,en
i'm home wrecking cunt weird flex okay.,1,en
best tweet time! fuck spic countries! @url,1,en
@user dont use tik tok use ching chong,1,en
@user xddddddd u dirty plat player feels good outplay mongoloid ape could using move @url,1,en
believe retarded.... tried midterm failed,1,en
@user @user @user bad expect retard unfeeling unkind @url,1,en
@user @user could admit twat would probably enough next leader snp .,1,en
@user hes want apology retarded ass ,1,en
niggaz wanna strip bone fa shit chu / hate nigga like that...faggot get cha #luckyme,0,en
idk timezone dad saying 3:00 look phone say 1:30 like ok retard,0,en
sorry i've ever twat pray puel involved today one lowest points ever. anyways gn stay safe ly,1,en
picture brymelia car please. see faggot floor meme,1,en
@user @user went full retard.,1,en
@user went full retard never go full retard. @url,1,en
anime character asian look asiannnthat's almost every anime character retard. @url,1,en
@user ok faggot,1,en
@user see negro ye still halfway sunken place smh,1,en
ever call us we'll come. never taking account little cunt are. we'll save getting @url,1,en
hes actually lowkey always nigger @url,1,en
quit asking dumb fucking questions sales.nnif going ask worlds basic fucking retard @url,1,en
french german spanish ads annoying tops all. wtf twitter dont speak ching chong @url,0,en
...but shithole countries? @url,1,en
hobbies include table entertainment art dressing like dyke basketcase missing tpobaw,1,en
wayne said keep mind ima negro open mind gotta screen door,1,en
feminazi fake news. @url,1,en
@user dunno man.. one shipping actual people likes retard logan.,1,en
@user boy talking like lebron coming back going see negro,1,en
@user @user lmao silly pet negro think massa gonna let disrespect misses?? biscuits ar @url,1,en
@user @user every comment history faggot that. need 2 look nature @url,1,en
@user little ching chong boy putting jailbreak title stretching video 10 minutes extra ad revenue,1,en
@user alrighty fine. i'll argue way arguing. hey listen shitface. retard know @url,1,en
absolute waste oxygen twat is!! blame media hate @user @url,1,en
must snarl unfolding interiority mentally retarded much,1,en
@user @user @user miss part terrorist leftist manifesto?,1,en
ngl bubblingcancer fucking cunt @url,1,en
@user ching chong math wtf u hear,1,en
@user lmfaooooo dawg u retarded,0,en
rap name would lil ching chong tbh,1,en
@user say thing lil yachty rapper used faggot last couple years,0,en
#fridayfeeling #heritageday #joyjoy #landexpropriation #betterafricabetterworld @url,1,en
@user class like i'm bitter twat aswell ,1,en
#mongol #warriors ambush tumed feast 1216/1217. learn video campaign:@url @url,1,en
@user kindergarten too. kids ran said ching chong made slanty eyes foolish @url,1,en
i'm drunk i'm retarded,0,en
blue way. sick shithole republicans country. @url,1,en
ce sont des migrants finlandais aveugle ! @url,1,en
@user actually fucked even fanbase begin retarded?,1,en
@user @user oh bad. ching chong ping ling,1,en
@user im racist spic youll ever meett,1,en
right-wing conspiracy theorist said week's mail bombs leftists...going midterms @url,1,en
best nigger rolf meme @url,1,en
make sure place least spic span inviting leo over.,0,en
@user pristine spic span environment one might wish for.,0,en
@user @user that's true. @user supports drivers licenses illegal aliens governor's pl @url,0,en
@user sorry can't translate spic you.,1,en
imagine stanning someone woke fuckin president shithole country u live !!! relate @url,1,en
suck dick pictures . #dyke #queerstakeovertwitter @url,1,en
@user can't say acting mature call 'sad retard' nnyou'll learn one day boss ahaha,1,en
@user made complete twat today you?,1,en
@user fuck faggot @url,1,en
@user i'd watch i'm school probably paying attention sorry doorbell ding dong pink fong wing wong ching chong,1,en
@user except ur massive twat cut said soju u ruined whole vibe,1,en
guy retard .. @url,1,en
@user great saturday afternoon entertainment fairfax park 4 goals 3points fantastic faggot chips @url,1,en
dave roberts fucking retarded,1,en
@user @user @user wrong. trump said want immigrants 'shithole @url,1,en
@user hes cool hes retard sometimes,0,en
@user compre white countries? every country world. graph violent shithole,1,en
@user shut ur whore mouth poor ass faggot,1,en
@user retard go,1,en
@user well buddy himself. salty low . let chinaman beat plus channel @url,1,en
see anymore shootings separating immigrants impeached prosecuted make clear,0,en
@user thanks nigger cant wait impending death coming @url,1,en
@user u start taking twitter seriously really start becoming faggot tib.,1,en
@user funny coming chinaman comes nation chinese dictator mao killed oppress @url,1,en
nigger jumped @url,1,en
god he's fucking twat. @url,1,en
@user nice see supporting terrorist. even funnier claim every leftist never denounces @url,1,en
@user @user nah im feminazi .... dont think men toxic trash,1,en
@user @user okay white country created whites.,1,en
every say keyboard retarded,1,en
get retarded phone calls,1,en
@user @user literally asked clapped cunt.,1,en
brain morning: potato potato ching chong tomato,1,en
hello justin bieber-i say ching chong nippon sometimes,1,en
@user harry im moving london tuesday 25th welcome go back country around day @url,1,en
lmaoooo see go racist . typical nigger @url,1,en
added video @user playlist @url kid goes full retard drops coin sewer ,1,en
he's cunt! #lufc @url,1,en
@user thoughts prayers lol got fired house negro position,1,en
yall gonna realise i'm like massive twat one day,1,en
remember used gasp word faggot 2018 word become common @url,1,en
@user abysmal.n hope finds way one trump'sshithole countries. oopps forgot loves saudi.,1,en
amen. toxic feminazi insanity. ladies moral center patriotic center understanding @url,1,en
@user @user bob old ching chong daughter yours. turned th @url,1,en
@user that's retarded honest.,1,en
@user borin moodly auld cunt,1,en
@user imagine retarded,1,en
remember xbox live 2012 getting called spic cause spoke spanish 2 seconds y'all @url,1,en
swear gets cold mfs want act retarded,1,en
@user idiot tory soup taker denial. go research irish regiments .,1,en
i'll fucking rip eyes motherfucker i'll bury alive little shit son bitch cunt whore al @url,1,en
reading twat #adrianbot,1,en
oh shut fuck retard @url,1,en
@user time executive order? american citizen want illegal aliens voting ele @url,1,en
man walking twat @url,1,en
@user funny mention splodes came second mongoloid shot twice rocket launcher,1,en
@user @user send refugees back! send illegal alixns back. hostile peop @url,1,en
imagine part race god must put place bc constantly acting collectively retarded,1,en
group high school boys drove past slowed front passenger yell ching chong me; wh @url,1,en
birth mom wondered retarded actually used kendama toy balance ball double paddle @url,1,en
might new #demographics #democrats #immigrants adverse gut @url,0,en
9) getting visan10) glad finally get shithole country understand people still live bar @url,1,en
@user yo whats faggot pedo fuck,1,en
2v2s literally retard dude deadasss,1,en
@user every promos team 200% retarded facts,1,en
@user chinese ching chong carried korean always,1,en
man utd game like day kn?? today bnyk ching chong?,1,en
@user @user @user russia shithole country,1,en
new fuck boy anthem... late negro,1,en
course dirty dems favorite feminazi domestic terrorist! anarchist riot would survive without witch. @url,1,en
@user china's wall still standing making sure mongol hordes conquer them. oh wait @url,1,en
got gook fresh boat ching chong haircut today half body wants rebuke othe @url,1,en
elmer fudd voice faggot season,1,en
mf love pulsing games like ain't retarded already,0,en
really? hate jewish people mexicans haitians etc shithole countries  muslims @url,1,en
ottie looks radishing. yukan real dill. dave looks beet lettuce tell ya julia twat. #corny #adsofmafsnz #mafsnz,1,en
@user @user @user fortunately give fuck think twat features. @url,1,en
warriors last fta spic @url,1,en
psst hey..... look now... children refugees asylum seekers still 'gulags' right ;) @url,1,en
@user knew! mean even doubt lol  nthe man spic spam. nnthe saying spic span. spam @url,1,en
long non threatening negro echo white feminist &amp; supremacist talking points tv show @url,0,en
mongy commentator still bitter pontus janssons last minute winner 2 year ago,1,en
fucking mongy huddersfield fans go linesman. understand rules first bag dicks,1,en
asian girl got mad said ling long ching chong like dont talking like,1,en
@user @user negro ... @user,1,en
feel like one mutual would call spic behind back,0,en
@user @user halloween dress anything absolute twat,1,en
'humanitarian emergency': doctors demand refugees moved nauru | sbs news @url via @user,1,en
@user fuck piece shit stole insta username go ching chong bong somewhere else!,1,en
@user,1,en
#desperatedems messed suspicious packages bomb threat narrative way trum @url,1,en
every food tastes good melted cheese _ mean unfollowed anyone account obviously retarded troll.,1,en
@user low iq ghanese enjoy shithole country built kept geniuses.,1,en
retarded fuck! @user @url,1,en
can't believe americans voted retard lead country!,1,en
know retarded ask people online worth live world?,1,en
@user @user @user northern slavs mixed euro-mongoloid finnic peoples,1,en
put wth twat sambit! super star already. rinse guy serious black bleach. @url,1,en
@user wow. even guess quote favorite marvel movie. im retard,1,en
@user funny anywhere stfu retard,1,en
@user @user chinaman said.,1,en
wanna say dyke twitter funniest,0,en
@user lmao .... text like talk #textimpedimentman #retard,1,en
nigger faggot,1,en
keep mind i'm negro. open got screen do',1,en
@user shouldn't. people care retarded,1,en
people fucking retarded i'm done wasting time ,1,en
representative cindy lou man tremendous courage grit may someday recognized shithole countries,1,en
@user @user @user call ching chong care,1,en
ref cunt,1,en
-sighed. please stop saying ching chong. really racist mean. put pinky fuck u lolol sig @url,0,en
@user @user think there's 1 leftist terrorist.nyou're data scientists better.,1,en
cunt  @url,1,en
@user @user got one retarded ignorant things i've seen week. congra @url,1,en
@user cus mongol ,0,en
boys think cool act soft like mate look like faggot,1,en
@user stfu stupid faggot ass bitch,1,en
@user well cry retard,0,en
speed twat @url,1,en
@user oh! depends context geographical area use? thought universal nigger,1,en
fuck brother alarm going every single morning time like half hour. wake twat,1,en
@user oh stfu weak-chinned turtle-faced hypocritical skunk twat!,1,en
dave roberts fucking making retarded moves series. l him. ,1,en
that's true even love tariffs (they're bad); even hate immigrants (they're good); even love @url,0,en
imagine someone says 'ching chong' suddenly feeling tranquil @url,0,en
remember nothing us retarded.,1,en
@user uk shithole. canada actually real nice country. uk bout fuck super hard brexit @url,1,en
forest could win league record points recorded goodman still say shit. blokes twat!,0,en
kind faggot even think speaking scumbags.nn#cashmaster #cashfag #paypig @url,1,en
father dinosaur. mother gave raise ungrateful faggot.,1,en
@user he's cunt,1,en
@user @user even country @user ! owned mongol people came afr @url,1,en
kimbrel one retarded arm thing looking like half robot pose pop lockin contest?,1,en
@user dms faggot,1,en
wanna see ozmate performance today ;; feel awful stuck poor shithole countrynni wanna @url,1,en
@user us desire learn shithole country languages. french unpopular teachers bec @url,1,en
@user happy birthday negro!!,1,en
tell boro fan happy dinosaur ancient mongoloid charge must boring life,1,en
let scorpio bag cuz i'm freaking retarded ,0,en
someone reports illegal immigrants crossing boarder question veracity,1,en
@user @user @user ching chong live dimension? @url,0,en
drives off. twat. @url,1,en
@user yeah leftist mob never thing rightist terrorist mob thing!,1,en
4 shots julio later feel retarded,0,en
@user long time ago retard,1,en
cash assisting hottest fucken dyke today mannnnn thought gay days bam,1,en
u wanna go u fucking cunt,1,en
@user @user shut retard replaying gettin virtual pussy,1,en
@user @user democrats do. wonder support illegal aliens. th @url,1,en
shocked wife called lazy twat walmart yesterday almost fell motorized scooter,0,en
@user @user what's mongy man @url,1,en
mahh nigger killed,0,en
anyways hate faggot procrastinating.,1,en
@user apart 5mrncheckmate retard,1,en
@user ur main goal life 2 talk shit nigga ching chong dog fungow,1,en
@user @user oh hell.. wish treated kavanaugh way treat illegal aliens...,1,en
people need change countries. coming making shithole making thin @url,1,en
trump: ... african-americans come shithole countries mexicans rapists murderers good @url,1,en
guy retarded please vote @url,1,en
@user unpopular opinion uhhhhhh fuck mongol empire,0,en
traditional business united states creating shithole countries. @url,1,en
nearly 40 million social security numbers stolen used illegal immigrants others g,1,en
matter retarded president tweets cult followers fav it. retarded himself. @url,0,en
@user @user punt feminazi's uprights let's get kavanaugh confirmed.,1,en
know dyke like @url,1,en
go ahead let mongoloid kill business florida. @url,0,en
@user vile cunt,1,en
i'm yo favorite spic (:,0,en
@user @user i'll second proper mongy,1,en
@user nigga u retarded?,1,en
laredo texas - border patrol agents respond 911 calls resulting rescue six male illegal aliens fou @url,0,en
cope called cunt anti semitic whatever. bother anti racist values buil @url,1,en
@user big bugger without care world nlooks exactly like xs fucking cunt cat cost @url,1,en
4 sleep nigger might sick @user @user @user,1,en
@user say immigrants must include lot peeps stayed came study. @url,1,en
nah dyke @url,1,en
@user @user @user ching chong!,1,en
ready get home looking spic-'n-span? @url,0,en
they'll never get called spic wetback beaner etc. they'll never get pulled officer racist. @url,0,en
@user never go full retard,1,en
@user shut fuck retard,1,en
hate give cunts like time day cunt grade retard. @url,1,en
leftists stop sending gifs movie reference dont get twat shrugging shoulders. @url,1,en
thing makes want self harm feel someone gaslighting i'm emotionally retard @url,1,en
here's problem word banter. banter exchange remarks.nnif call twat call tw @url,0,en
@user #qanonn@user let's hear america almost became shithole country 8 years humiliating @url,1,en
@user yeah non-racists reflexively shout racist things. late spic barista slow? shout hey @url,1,en
@user @user sound retarded??,1,en
first all:nhip-hop mama spic n spannmet one summernand begannnthat first line... that's problemati @url,0,en
trump big faggot.,1,en
supported kamara champ thinking potential cunt fuck especially this. @url,1,en
@user what's mongoloid?,0,en
would really love hear good reason illegal immigrants given government assistance. #government #assistance,0,en
sound like lil hoes beg'n another man smoke weed. faggot ass mf'z.,0,en
met cutest dyke towson can't remember gave number,1,en
also youre trying blatantly racist least original like im sick hearing ling ling ching chong @url,1,en
@user stockard channing fabulous cunt island right?? saw practical magic first time @url,1,en
halloween party shit thing tonight. going comment think retarded @url,1,en
imagine going cemetery visit loved one u see retard taking pictures grave @url,1,en
@user i'd ain't spic i'm pope,1,en
betsy devos hinders shithole countries!,1,en
@user ouch head hurts watching retard,1,en
@user lool obviously heard australia &amp; canada first-generation immigrants become mps @url,1,en
@user @user fuckoff ching chong,1,en
@user nah b dont fuck ching chong ling long phones,1,en
lived 90s growing skater using derogatory terms like fag faggot (accurately inaccuratel @url,1,en
@user think take sampling huffpo vox feminazi commenters claim holding door @url,1,en
@user @user wtf talking retard?,1,en
biggest l ever took life finding raghead used yoongi stan,1,en
new immigrants one warned us halloween hadnt quite gone global yet early 80s. reme @url,1,en
tweeting save ching chong hashtag #,1,en
@user probably hates shithole countries (as defined him). know likes desperate mercenary slovenians.,1,en
also learned teacher school nigger means ignorant person. held onto bel @url,1,en
many persons bring disease upon self-indulgence. lived ac @url,0,en
19-y-o waitress tells story arrest @user assaulting dope bus insisted using word 'faggot.' 1s @url,1,en
think might shithole country. disgusted horrible events synagogue.,1,en
second time get used clickbaitncongrats @user fucking retard @url,1,en
@user sensitivity whats going ruin country. got called wetback spic im damn c @url,1,en
@user @user @user @user absolutely! like guns like libs like immigrants... undocumented!!,1,en
photo called dyke spic spat face broke arm @url,1,en
maddenbishop biggest faggot ever,1,en
@user @user give old spic stic,1,en
want u know theres faggot ass army halloween party hope chokes piece chocolate,1,en
delay delaying must retarded. _ di pasir berbisik gunung bromo @url,1,en
tweet,0,en
im ggoneee. imagine telling negro report colorism bh months ago called nigger selfish,0,en
: h-nnadam : ling ling ching chong eat dogs,1,en
make sure yall go check @user official_piffboyziggy new video prd @user @url,1,en
liked @user video @url dormammu's faggot fireball bullshit!,1,en
@user @user @user @user @user that's trading absolute retard already allo @url,1,en
retarded political goons  please research fake propaganda. people rejects desperat @url,1,en
@user cunt got stutter suhin?,1,en
@user yes.nhe needs fuck muslim country practice there.ntotal cunt tgat started @url,1,en
ughhh wanna eat cunt ,1,en
deany smith listening nto song we're singing nwe're 5 points front nyou fat ginger cunt nwalkin @url,1,en
@user @user dumb? i'm connor fucking retard ,1,en
think cunt symbolizes window gate opening real world case. baby sees mother' @url,1,en
@user @user @user stupid twat can't see invasion country @url,1,en
i'm tucking retard @url,1,en
@user look like mongoloid version young dolph.,1,en
serve mongol? lager? white sausage? #yaxley #lennon @url,1,en
hanny lol wanna nigger plastic make barbie look real,0,en
daddy pain tits big cunt eating cum lezbo public wank wife bbc young masturbation canada nn@url,1,en
@user absolute mongoloid rehatching old drama sake views,1,en
@user i'm spic,1,en
@user @user hate say cochise unfortunately twats like trump left stain credibi @url,0,en
lmao ching chong. sometimes simplest slander funniest,1,en
@user yea see probably posting thing twitter,0,en
@user lewis faggot,0,en
hear y'all hear speaking name that's faggot shit,1,en
brother gave house keys like ching chong yelled bad hes crying @url,1,en
btw....machado twat!!!! #everybodyin @user,1,en
@user @user @user @user @user like searching old tweets sad twat ,1,en
palestinian terrorist leftist mean liberal terrorist? @url,1,en
@user @user @user disrespectful cunt.,1,en
tumblr month want visibly queer andro femme faggot trans* body. kidding! #feminism4ever,1,en
@user extri spic,1,en
im brams nigger,1,en
@user @user @user @user @user @user aqua favourite spic @url,1,en
@user @user @user fuck smoking absolute mongoloid.,1,en
@user nigger = mayate,1,en
keemstar fucking cunt,0,en
@user that's awful. i'm sorry happened. banter last refuge cunt.,1,en
@user would winn1 shiny head man 1 mongol horse archer,1,en
jack retard. can't even get logistics app together,1,en
oh dear mongol hordes sweeping south rape pillage sack capital. save us great @url,1,en
@user @user nonwhite person tells white person okay white becomes white @url,1,en
little twat.,1,en
@user @user @user @user i've called spic south. hard pass.,1,en
subscribe ching chong brother @url,1,en
friends shithole countries make history way benefits everyone advances peace @url,0,en
eyes saw sob brain read nigger @url,1,en
@user feel you. bother playing like swear always get retard team. last game top laner (heim @url,1,en
mf's smoking retard pack,1,en
definition soup taker @url,1,en
@user @user @user @user @user ok retard,1,en
dark mongoloid front get get close slightly left @url,1,en
royal right i'm retarded,1,en
@user think retarded.. metro already jumping tmobile towers customer metro cps f @url,1,en
mans saying 28/29 like hes yute? get nigger outta man @url,1,en
could snivel unfolding interiority mentally retarded,0,en
people cuntsncunt wrapped cunts warm cunt filling served bed roasted cunts.,1,en
@user @user guy retarded man. i've saying over. thinks niggas open @url,1,en
always mongy n enough turn anyone's stomach chanting jimmy savile sure got called ki @url,1,en
@user ugly ass bitch learn proper english fatass bitch ugly &amp; retarded child,1,en
talking 'public' condescending twat @url,1,en
@user @user @user @user @user @user listen chump.. tell non zionist je @url,1,en
@user western civilization friendly accept it. west tried go shithole countries would genocided,1,en
keep mind im negro open mind come ah screen door,1,en
terrorist leftist,1,en
werent ravens wouldve quit watching nigger felon league years ago,1,en
@user @user saw bunch screenshots today's shooter's gab. hates trump hates jews. leftist @url,1,en
@user okay white okay.,1,en
reys evil ass coming spoil fun: nigger.,1,en
@user oh bad took feminazi statement sound political,1,en
americans paying attention like guy might make shithole country great again. @url,1,en
@user @user @user @user @user retard keep lying,1,en
@user @user lynching! wait. ok lynching deep state feminazi conspiracy! yeah that's it.,1,en
@user u fuckin nigger...,1,en
got called faggot work today,1,en
@user negro dont need clips posted. need people streaming.,1,en
@user look first tweet man. thread. fuccin cunt idiot.,1,en
@user wacom try work. @url,0,en
korean guy: ching chong,1,en
@user ever said denies that? fucking retard dude. go ahead kill someone @url,1,en
hey @user learn live without @user @user @user @user @user @user @user @url,0,en
mongoloid child recites abc's. #oddtimestolaugh,1,en
dont mess w/ coz im retarded &amp; gay,1,en
@user @user @user dont like trump always go back country guest,0,en
retard?,0,en
@user @user right twat.,1,en
white friends said wetback spics crazy hope one heard that...cause gon trooouuuble (drake voice),1,en
@user quit stealing punchline faggot,1,en
@user @user @user @user omfg. know apparently. retard thr @url,1,en
@user admits went far faggot line (even though agree never @url,1,en
suck dick gundy. mullet faggot bitch,1,en
who's gonna save shithole country trump leaves office?nkanye n~ktsadb,1,en
yup. got it. wont fleeing shithole countries ruled evil people nope it'll trump evil. trump w @url,1,en
@user @user @user gone full retard 1. added dab floss september floss,1,en
entire van spic span. colors stickers vibrant. curling edges. hmmm... @url,0,en
@user mongoloid allowed within 1000 feet universitynnfrankly outrageous,1,en
trump culture. who's shithole country again? #despicable @url,0,en
@user well yeah faggot,1,en
@user deadass! stay getting ching chong music people like... come w sumn else? l @url,1,en
@user democrat friends still laughing ass stupid say dumb ass vote retard,1,en
whats hatnen ya chinaman lukaine wit kicking flava pimp shit,1,en
anytime anyone says fag faggot casually ask 6th grade going. like really still calling people 2018 lmao,1,en
@user you:n- lead chants 'lock up'n- demonize refugees 'shithole countries'n- mock @url,1,en
done shithole country!!! @url,1,en
@user say banishment. send trump people like trump places like shithole countries africa @url,1,en
rickety old lady came park saw retard swing listening sleeping sirens,1,en
@user listen ching chong music,1,en
@user @user @user study refugees impact advanced economies concludes investing one euro @url,1,en
@user @user @user @user @user @user ended ching chong girls aka @user too. legend only.,1,en
@user predicted joke even made it. get good material fucking mongoloid,1,en
@user dude wtf play mario 64 ds retard,1,en
what's faggot wanna bet game 2morr  @user kno u food stamps i'll take em lol,1,en
@user 59 yrs old remember seeing streaks sky kid. retarded?,1,en
old dirty jew bitch absolutely protecting entire jewed structure filth.,1,en
@user @user @user point know words hurt people. retard @url,1,en
country antisemitic shithole,1,en
@user knew ass racist u wetback go back country kinda face,1,en
listen bigheaded headass dusty lookin lil fuckin cuckass libtard piece shit eating mongoloid troglodyte bitch,1,en
@user @user @user one = thinks faggot getting abortion single @url,1,en
getting twatnneverybody wants thatn#goirish #pasttenseoftweet,1,en
intention lookin' ass mongoloid #ass #bot,1,en
key getting married tricking girl within first month realizes im quirky unique im retarded,1,en
fine lightskin dyke function &amp; told fine asf &amp; bag  fuck!shit!bitch!,1,en
@user he's sort cunt mate,1,en
@user nigger need house @url,1,en
@user @user palace seizedntrump admn mustnfire leftist nwh chief staffnjohn kerrynhh @url,1,en
@user looking like mongy statue gets older #cr7,0,en
cut hair short far families called dyke pelona soldier walter mercado,0,en
mad cunt  @url,1,en
@user typical u. support illegal aliens american citizens &amp; condemn man allegation @url,1,en
convenient soros clinton obama get suspicious packages 2 days. ok. assholes @url,1,en
great mongol khan coin @url,1,en
@user aint starving nigger like u,1,en
@user fuck cunt,1,en
i'm fucking screaming sis actually changed name nigger quarter,1,en
@user even shadilay active lol faggot,1,en
@user susano'o obito fucking faggot,1,en
@user signs retard person,1,en
@user shut farmer. clearly retarded,1,en
want get banned st a's calling someone faggot,1,en
i'm never dissapointed comments here. plain ignorance honestly retarded. zzzz @url,1,en
feminazi,1,en
mom turning called dog dumb retard,1,en
damn immigrants thier songs. must led throat. :cough: #dq11 @url,1,en
@user patience practiced door steps. retard got deserved mental asylum.,1,en
according #23andme 99% ancestors travelled ocean-going caravans shithole countries authoritarian leaders.,1,en
@user seriously go back country shit dead ass,1,en
idgaf talk talk im retarded ,1,en
@user @user boy og kb faggot ass,1,en
@user dude retarded standard xbox even play red dead 900p 30 fps lol,1,en
@user @user @user @user mongoloid drill press make auto sear.nnthe @url,1,en
@user @user @user @user @user name raghead trailer trash.,1,en
@user @user thanks thought ching chong cheng,1,en
@user futurama made people less retarded simpsons,1,en
@user @user included basic good grammar retard,1,en
wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy @url,1,en
can't buy class!! know clubs dick head fans twat top lists #havesomerespect @url,1,en
macron can't see country's sinking shithole trying merkel cunts interested @url,0,en
@user @user @user @user obvious internet cause tell facial expressions body language retard,1,en
fuck faggot,1,en
@user @user @user since slipped retard zone absolutely idea terroris @url,1,en
@user @user new international negro edition,1,en
people actually voted twat. @url,1,en
we've played together online twice. know jack shit faggot!,1,en
vision banged tbh shame cunt decided throw drink can't take joke ,1,en
@user reading article end i'm troubled choice let twat on. lord @url,0,en
@user fuck. okay white proud.,0,en
@user wondering shithole country exports bone saws. need ask friend sone questions @url,1,en
beta males world unite behind pussy hat wearing feminazi counterparts! @url,1,en
bring disease ruin walls eat foods without giving shit you. fuck care. @url,0,en
cunt shot  @url,1,en
guys offer dyke doesn't???????,1,en
@user sad cunt,1,en
@user sorry what? simply pointing white immigrants. bit racist onl @url,1,en
@user method madness ik im retarded im geniud,1,en
@user @user @user @user @user hahahaha know read ching chong chang even chinese,1,en
faggot fighting female smh sad af lmao @url,0,en
representative tax cut man tremendous courage grit may someday recognized shithole countries,1,en
@user @user nice black ops monster retard,1,en
@user 100% looks like would tell go back country @url,1,en
2nd &amp; 22 eddie fucking dumbass retard gran decides run bubble screen. fire dumb ass.,1,en
@user @user mongoloid scammer what's lmfao,1,en
can't deal retarded ass bitches,1,en
@user leave mongoloid manager boston please.,1,en
@user @user sound like naive retard stanning utopia never exist.,1,en
@user @user retarded thing anyone said election process . thi @url,1,en
ingenious portmanteau liberal' retard' martha.nn-george washington 1776,1,en
drug prohibition made chicago shithole made usa shithole country. forcing law @url,0,en
